"Dépenses 
 Alimentaires","Dépenses 
 Mode","Dépenses 
 Électroniques","Depenses 
 Abonement","Depenses 
 Voyages"
71457,80994,1121,26852,94957
30987,40324,4696,6034,99527
31804,87613,2843,10006,36663
60215,77026,2935,9055,83621
26807,10758,5842,11022,65634
85965,51349,5370,8797,88812
23750,78279,1867,24057,43944
42123,24305,3993,29930,67256
36598,5709,6520,16222,75763
20474,81769,3776,6681,83776
24367,67711,8171,7796,50771
10135,9298,7693,26243,45652
29954,12936,3187,10454,96567
35197,40456,6816,5091,31658
22591,46446,4495,8157,12166
16582,27141,8980,16453,77053
44768,81689,6357,21732,59564
13392,5098,4378,14474,33792
41425,89678,6751,10014,38220
33408,15877,6994,14717,99274
86590,67212,6034,27476,17037
39227,49113,5402,9992,18608
62198,63952,2640,21694,76505
7705,54423,8862,11574,56593
38840,44107,8004,25212,52974
89709,69308,4746,5425,50588
6630,68240,4318,4570,45660
23606,78781,6616,5175,45627
16074,66105,4365,21399,48948
66296,73724,6238,16922,55979
9008,70884,5130,5100,59429
75937,59110,1386,12710,53895
1908,43330,4090,25955,54746
78809,59546,5622,9868,59718
45153,75108,4353,24398,71313
49192,22290,5536,16244,37932
79580,34449,1023,29964,11142
15553,63175,2172,10450,98747
69197,20521,1101,26717,73530
26492,81585,4312,14926,78040
83515,74408,2393,29411,11889
38762,70163,5394,25655,79540
22573,85449,2480,15877,42661
32024,63157,3902,6607,79768
78275,46102,4518,18090,29125
39703,34845,8821,5960,98876
1374,16501,8850,29511,31425
56057,85796,6751,21832,83121
39834,35604,7371,6939,36380
23425,67073,2014,21753,83115
6892,12563,5115,26841,21718
58639,45331,3588,11523,22109
44089,11835,3792,7928,54629
36902,10253,2440,24492,90075
44460,68014,2256,22560,20441
72133,52521,1053,23768,56244
20025,29757,1028,18743,23628
22651,13287,3643,17189,85394
22142,21189,3916,20684,33388
24207,52185,5838,17541,81302
85369,77421,3748,23765,31824
39634,59864,3961,20777,54593
52616,80893,3212,28969,35003
55355,64919,5613,9004,72723
10273,23389,3741,20493,52921
65414,34892,3988,28212,97365
20102,39319,5596,28667,77199
78256,70256,2927,23300,34782
40059,76443,6907,28788,45306
44762,82417,5109,21288,70723
88574,19019,6973,9932,24536
34954,51370,3693,26434,46097
11412,33421,3721,16055,55137
29507,43292,1045,24936,94696
60212,72660,8024,5688,11622
56253,52470,5552,28418,49794
24971,85896,5353,23387,76961
9600,86413,1431,22427,72206
3688,12115,3975,15596,63443
70124,24554,4726,15863,77261
43133,40481,4964,15339,59263
30364,85092,2435,28604,94322
55383,29456,5620,10132,61975
19897,44999,3403,5573,92905
27720,86589,4097,22715,91282
67501,46497,2221,24451,65962
45954,86755,2158,16156,44164
79860,48282,2419,5478,60326
82157,70131,2841,18704,90969
76699,31650,6097,16092,32905
26450,42881,1492,12436,42276
67894,78816,6441,8539,91489
40185,75064,2247,22915,30494
84101,76562,3090,4762,23313
10072,74109,6919,23744,72765
57979,52434,1119,20283,87363
65033,84880,5727,22349,75711
24310,81242,7184,17212,79727
1600,36803,5802,12598,24017
50278,39861,8820,15590,41311
15028,19539,7260,15488,11429
30897,37008,6607,10791,26343
58900,39804,7643,25416,34006
27543,32202,8960,27572,89619
41831,79368,7203,27591,42567
62387,47755,4547,15684,71183
35757,89333,2186,18022,54618
77328,61146,7421,20328,94499
47859,80572,8265,21570,84335
81871,36232,5625,11259,28415
85012,58658,6645,23903,87198
71404,73000,2061,25380,89540
59138,18055,8170,8141,89150
10308,87563,7842,21057,71229
43568,68049,8308,11884,14609
60086,22411,6208,29813,77041
76202,41872,6995,9573,96605
55454,22695,2546,12364,67002
31514,56571,8508,24403,57186
10277,59427,8952,6524,60391
83649,47825,5655,14038,52821
34278,51331,4082,28496,13068
4946,2419,7464,26124,21518
61240,31918,1025,28051,62713
36484,41456,6516,8070,20224
10296,32981,8537,20758,68618
57672,18002,5804,7314,65611
47111,76797,1180,21802,13289
24187,64473,4123,10687,16652
53672,17829,5651,4058,72238
84869,46946,8652,27227,29796
58088,54065,3324,25670,16723
8563,72589,4600,8454,31100
2851,82168,3368,17297,59021
73444,5394,7818,28775,79159
63162,51346,1779,8392,82627
18954,29753,4184,4806,34865
57130,48274,6381,25223,66494
75151,51896,2497,17357,40938
19939,38948,3130,11363,71369
34346,86479,5962,7484,47458
47001,12998,2265,28383,76337
67728,58802,1854,21588,16119
19159,65264,1749,12787,66892
11127,41954,5197,10728,49045
63831,63553,6261,14574,58050
12722,64365,1055,23059,18103
77715,25615,5302,20265,19513
40905,24397,1414,6245,68253
70384,35239,6572,25008,40765
83887,72372,1112,8147,64672
17950,48049,2211,18234,26739
7500,42318,4788,29173,43406
40210,64331,1750,10009,64187
73700,30420,7717,25831,41707
76339,66199,3704,26420,32487
86202,74419,2456,28574,60759
54484,87553,5198,4826,43319
3095,68780,2673,25554,76435
41635,87160,7879,28231,43684
55090,46319,6142,22761,43322
67154,25368,2594,14996,26873
45811,30437,2697,20433,37294
58750,4659,3163,27244,37415
79636,61823,2827,4076,86881
77806,35626,5882,19559,42368
22274,52191,8545,26568,95901
4625,80954,5010,29978,66348
19047,12605,4038,13604,62869
72439,17666,3525,19131,13107
50308,18205,8702,5711,34452
10653,1513,5862,8462,66025
37436,2899,6641,22281,23629
51171,40475,6592,24743,45155
25018,36307,2314,13843,53070
52555,48359,3597,25058,90280
26590,80264,8200,23207,96722
71873,70744,6598,20714,62337
74014,6943,1252,21364,49635
76931,12682,5230,17651,38298
56382,21249,8139,24208,77557
52735,60224,4508,28266,70188
21038,66762,8252,17146,71244
55138,7710,8040,9994,15076
80224,31345,8109,21526,88870
65064,29017,5242,24000,83176
8184,9446,1869,24767,83496
19487,78309,3680,13323,57283
8315,30861,6950,11168,12050
43289,85878,8995,24602,92633
53991,87489,4490,17911,89550
59859,69588,3873,16736,51583
26427,67192,2012,24629,55253
42327,55087,2410,16406,58734
77508,70962,2424,24864,68328
20424,69832,8690,11314,92107
45131,9618,4637,17946,49045
67601,82289,2315,28142,77951
73919,8436,7496,5465,45990
19357,53245,2610,27124,98666
35933,43628,4348,4556,16448
15499,43249,5144,17108,58214
47191,54934,1144,12144,74865
79498,25150,6992,28755,72870
27716,15239,5828,15602,38204
63023,28296,7064,5164,67503
62257,57442,3790,21095,15222
68011,67145,8694,13552,14583
41118,50409,4439,4784,66206
12551,10196,5851,17273,21733
75353,78071,3639,28090,14143
56140,67441,8395,27813,22914
88507,62224,1426,6401,77346
5821,41614,4132,12855,80924
55575,88300,6355,14966,11537
4857,60187,5098,28637,11496
32908,6564,5291,13040,42721
13554,46936,8101,16484,70622
28357,45368,1848,7335,24691
27467,82078,8807,15515,31617
65650,69452,6007,25519,36932
40543,47041,1618,17633,29891
76359,66625,7506,11899,58646
24492,73493,6485,18952,53934
69863,62863,6119,10387,18591
74422,26591,8725,25078,48370
19448,16900,5784,7708,66726
72398,55977,3350,17808,31362
47650,31779,4261,13956,24313
58522,45387,6006,27693,47895
10485,18646,2086,11454,52630
6215,5655,6418,28146,64270
83365,53503,3975,15870,32046
23095,87461,1807,7547,20692
48841,8011,4847,26805,88843
45118,49855,7944,10502,38638
58756,42135,2756,22080,66169
47157,78244,1281,12826,83548
54658,48705,6464,9667,48492
23044,41873,6065,16196,40205
18559,22672,5471,26802,26146
38002,11260,5802,22200,13959
62041,67229,7469,24308,79610
47474,70276,7104,23464,26301
57739,23392,7364,14428,74780
40420,5677,2489,13356,46254
44857,8168,7178,7381,63900
56461,15658,8630,4503,10933
79791,89349,2028,10919,19214
21146,26783,5714,6062,91472
75223,4652,6692,16211,95619
4321,68731,2354,7404,46541
85538,34915,3131,13250,52179
2670,68116,7183,19323,68537
42387,14404,5769,27943,59956
77788,57936,8296,6733,41979
71453,62509,7357,16067,55826
12619,18540,7948,29903,20442
56422,74460,1478,20755,87180
27107,7347,2149,19096,72824
20814,57598,4609,5591,64989
69370,83497,8691,15475,98444
3667,48913,7980,22969,18774
46021,79706,8814,9727,44443
67686,9378,1279,7293,18784
62501,69869,6946,16241,39250
4789,10286,5017,10626,42542
85320,57217,2124,28984,87007
31229,62576,8619,7407,54431
51180,86458,7656,5947,15270
24262,43664,7192,9036,66642
46114,59509,7618,4051,41335
79750,7688,2122,22900,54888
85124,27713,7060,12018,60371
70996,9926,1712,24701,81125
51705,15289,6432,20389,25047
31556,19992,1145,12907,95242
83672,44114,4980,22101,45739
49098,8051,1826,11802,46478
35222,64672,5752,14499,75947
76257,7678,5982,8762,41675
55214,69045,5203,10353,61609
10013,33993,6214,17382,96874
9370,17913,5379,8622,83010
43197,73461,7959,13660,50171
69693,76293,2549,10771,18156
44675,28738,1845,23709,18950
32842,74727,2851,24279,17721
81879,65753,8770,21881,90332
58463,13468,1793,28933,69897
63775,46770,7337,14395,19766
18023,46431,6691,25463,48322
86337,46390,6045,13155,91508
16842,23699,1563,29713,48074
59646,63253,3954,27629,82061
41431,80357,3390,19836,91272
13174,1205,3424,12948,11278
69572,74864,5635,23688,49758
48190,77995,2193,29994,15934
68467,43684,5249,8488,88782
76623,73599,1361,8403,65589
45079,26707,3166,23619,53134
8737,79568,6768,15939,33599
2318,51123,3961,10340,46838
7922,82380,1051,17674,97713
41338,40731,2419,22630,32901
80722,46172,3021,25242,81967
83288,7078,5050,10489,92884
49769,63081,6272,9843,92171
42778,14562,4089,15705,16245
83490,81954,2219,14846,17649
71779,38582,1233,15242,95718
46577,39610,3598,8748,20251
56142,57875,5810,13384,49824
48043,44889,3594,14299,90638
52570,2388,6451,9660,29781
15835,18690,2718,7511,81755
74371,34494,4432,27600,83294
3786,83702,4426,19519,47308
87064,59026,4509,28462,32067
8880,82249,1592,20037,39450
10438,5732,8889,21560,22169
3695,58169,8017,9414,21063
63276,24138,2508,17488,23463
52808,16401,2247,23898,94762
60331,26601,5498,20261,30946
35401,71495,7355,11281,57981
51421,72076,1273,18551,51864
34356,75598,1654,24452,99597
62331,86039,1040,24441,75849
29113,86363,4007,20720,97272
50456,2324,7838,9497,48256
82191,45525,8382,25256,49490
15437,30315,3858,28402,61917
68435,3637,5082,15778,33521
46928,44301,8036,9945,40255
40078,63067,5515,8298,17114
69789,41357,2221,26226,84656
67944,59339,5889,8900,10608
9573,8926,6814,18514,48131
43399,14859,4832,22749,99651
85447,62016,4455,9822,83527
3163,63437,3889,8842,54625
50889,70754,7659,16076,61503
47221,8619,5424,13749,11823
75024,82589,4392,8887,33079
82111,21737,8622,23211,79106
37168,49829,2454,19807,55442
67535,69007,4506,15262,73079
14950,61382,4923,9640,49760
57947,51651,2177,5489,92681
22623,38892,4571,12001,44795
7228,20830,5977,17204,75308
13895,39048,2080,11050,76802
57060,17373,4036,18075,27599
47043,42053,4017,22303,96489
21976,25421,7722,11057,39288
48707,6070,8965,18890,64924
81123,70029,4987,20864,77925
86531,89544,8824,27444,28855
77211,55463,7474,17710,87429
46038,28682,8906,28743,47829
54437,18496,7445,11500,75220
32727,31603,1446,7903,47442
73604,18255,4080,19706,13721
29504,24523,7332,11816,52774
76980,83573,5881,18219,79076
17534,67340,2161,9106,94206
39767,64978,8095,19873,10491
17834,3325,2979,7599,64911
62350,7658,2287,7521,75976
56115,11789,1664,16362,55233
15686,52409,2669,20894,45766
53512,83046,3528,6022,16498
48640,2812,6053,18862,83620
22128,47425,1005,20772,61002
71386,58692,1282,26840,74745
83423,8917,5299,13760,61247
10869,64841,3129,21843,10039
81540,15880,4884,17863,89202
73525,77051,8086,19421,53655
9039,54934,1238,11981,84052
10217,5393,5726,29188,67311
41509,53658,4860,24950,52219
21721,86673,1809,10983,49357
11775,54678,8387,25489,84152
71120,29753,1364,7012,48473
86115,49304,8215,22636,93219
40752,43992,7435,26062,42015
45564,87068,7453,14543,67128
49122,18730,2846,9114,85597
63826,37395,1650,6368,45557
66898,66242,6251,9352,41627
41697,87476,3368,8568,24705
76723,28973,6988,16258,64435
9496,28039,7633,18555,85286
67602,13919,3030,8805,47884
86887,73630,3656,17413,55793
59503,61926,5506,20047,95808
51606,63083,2209,17495,28109
45611,34606,3560,22585,51121
62286,66502,7144,6285,25312
12029,65716,4597,17470,63236
85922,18270,3337,9589,33217
84361,20347,1781,11362,82479
82874,25810,7503,19418,25372
87579,19893,2478,26086,48830
26389,70692,5420,13725,15152
18425,49316,2921,14986,70226
11343,60024,8467,6639,76490
51788,89420,4253,26487,80223
15118,54666,7636,17503,95837
28010,25131,7811,5219,52295
19102,19003,2643,4645,93433
19587,33918,2091,12625,62318
34223,51378,7776,11511,84047
62367,77309,7824,25983,23543
53150,55950,1829,15504,38615
37052,53550,8254,19361,93700
7972,61368,7901,25357,31777
17711,75364,8655,24242,99714
15681,35093,3554,17170,23694
86337,78837,5172,4610,94848
84057,30826,4259,17124,88665
69741,1433,8947,15904,70317
56056,16420,2737,29089,94558
3130,39296,1785,16612,82081
24780,1580,3759,18432,32185
29037,46490,3025,19580,40972
86213,6065,8523,6431,92679
24597,25061,6133,13979,80778
32730,58343,1886,20701,77246
53660,48118,3171,23193,83043
31944,73871,2692,9008,85151
68296,54981,8590,10404,10519
7752,87018,7084,19064,26034
72867,67076,5779,20421,34200
22757,84034,6261,19442,92174
42109,80615,8283,17655,69211
24403,5465,8185,15869,19907
13706,77319,5318,29367,17150
12460,63029,5677,6546,36052
67923,69647,6687,17756,98014
30728,24278,3442,18720,20473
86517,73462,7985,14437,79861
58999,88366,1393,24756,98357
77088,70360,8852,21609,15247
49685,48891,4013,24263,23797
65977,76486,2685,9994,33283
41972,80725,5463,12996,30020
16136,68340,4042,6989,31219
48581,86211,7692,19673,22790
84719,83171,2503,25950,71575
78679,48121,8869,26681,78517
70989,13386,4094,15667,22811
84052,81906,8139,11972,61510
67061,49349,5660,11744,25514
78743,17211,4476,6352,13422
57257,41671,4059,20616,82917
26691,82233,3708,25734,13987
82872,14006,2247,15706,25944
26229,15745,1294,29802,50705
15873,73520,8539,22123,40853
62443,51740,6807,21255,21513
27751,24740,8158,26017,46668
40372,31069,2344,24169,58240
86162,51607,1072,22235,25715
68858,39165,7432,6143,56964
84055,7426,8942,5254,67335
36554,56189,1498,26630,11609
71076,2949,1095,20840,99662
89244,32357,6799,7701,33426
2344,60166,8934,14128,27635
57659,63947,7840,16574,99133
32588,64108,8258,17684,79315
12771,77683,8394,20232,61455
49021,67767,2264,12732,55696
75768,7736,3113,7095,48183
31761,55978,8216,8545,17547
4860,83788,3506,16963,43977
80567,66981,7466,14812,41228
40914,6696,1017,18752,68710
89031,66296,3079,8390,60063
17709,55272,7790,7491,21230
81470,34790,8860,4903,56339
8304,69097,5950,5926,81249
71879,27278,4114,7124,83113
80540,56120,2344,16069,24136
62177,89827,8406,7726,32349
13831,31671,7393,10342,89310
76208,11275,7019,8546,36480
10505,35742,2751,26097,25665
59312,86317,7570,25396,40780
24789,18995,1205,17408,39505
28127,85588,4378,24471,61960
72169,68887,2743,9442,46285
38358,86241,4571,26701,64019
81902,74622,2928,11748,59146
69546,28066,5679,9580,19615
37147,60786,6296,26991,94961
9416,58202,2611,9886,77679
42816,40812,8720,19394,65522
74831,11609,3842,7624,20202
85389,2723,6031,12030,37276
82938,3103,8312,15741,69248
29220,50288,4845,17403,34823
66031,10176,7454,28424,51085
8326,77383,6724,12916,75784
60813,50280,8276,14510,72034
70588,46518,7340,4460,15022
16183,85986,8307,8772,96827
73608,87905,3167,22161,97212
15747,61886,1811,14116,83478
81060,55556,4987,5852,70461
38804,14777,4295,13426,18256
43417,21545,8393,8409,85394
55613,66027,2583,4922,27004
70326,62469,1648,15421,60659
48537,88001,2476,20061,29636
52252,34757,4231,12896,91149
56639,80274,8628,23144,47842
54581,86650,8958,12442,87173
40140,16288,3115,21111,13533
65523,69677,7565,25494,68111
1245,22862,7836,23032,91719
73149,81664,3649,24848,12437
53386,58723,3336,9708,68206
57791,36963,8797,21774,46008
62008,46731,3367,25208,77217
28359,61099,4538,27890,64557
87011,62158,5300,19812,75163
46849,71423,2344,9337,89833
84772,46711,1104,17272,90542
31975,81337,6383,24224,48696
39726,11270,2496,20545,86098
50676,30488,3267,7929,85662
21873,89343,2295,17653,21231
66249,13578,7376,20513,40083
19688,4525,5341,6497,67806
45824,55399,1812,10974,66332
15619,25492,1910,19856,31386
38377,13384,8984,28688,28353
18990,75794,2484,26395,76916
23531,88530,1473,28755,21250
73252,77034,4929,25743,40803
53413,1028,5347,5535,40080
6235,42747,2401,9443,41171
38199,28680,5329,12456,43321
75815,70676,5936,24114,29406
57637,64232,6512,19904,47065
79595,35452,8561,4315,86070
2760,37973,8482,29377,13172
84382,52769,6311,9606,17698
85844,13358,6471,27184,43561
72426,59173,2174,19830,57557
14748,69130,5408,25807,15972
27699,41451,6158,17222,12762
22319,26307,5092,14063,71281
68899,8687,1077,16337,89689
70059,32736,2887,28107,10904
61226,57371,6225,7893,30867
31601,54840,3041,29114,35089
45869,39368,8057,11179,14435
12812,71525,8844,22906,21403
58473,64154,6868,12097,82082
84105,75496,2769,20812,19634
1075,80313,6273,15070,55841
57051,62642,1992,11992,19531
24916,2937,8294,29346,13879
86406,9923,5115,25599,56227
7121,67343,4883,17755,29729
72528,29363,8270,21546,83362
37281,51277,7006,10758,47177
60401,87366,8105,6324,73031
81018,48235,6309,12485,41644
76965,46195,1849,18381,64144
22358,56193,6573,17496,48712
48649,56661,6179,13121,70876
5757,20925,2454,27409,17367
12556,45244,4450,6971,15998
27983,70104,8247,5809,97329
54982,45853,8977,14543,36262
33660,31991,6836,13781,89097
55642,11931,6812,5616,15920
62356,65064,7672,28694,46602
83308,55534,4792,22879,16263
33786,33997,7690,6047,24951
44165,46439,8333,7788,51957
20551,35680,7227,22086,53503
21349,65807,2094,5634,16161
42046,83121,4385,7716,81262
61212,70170,1661,25310,11548
85241,18933,8385,13557,70095
14573,60498,8354,25705,91969
65411,78160,5115,5714,62853
11972,8233,3733,14325,50289
23322,45733,5598,10534,12045
49048,47635,2999,6032,16457
46437,80785,3590,5455,79717
6880,44807,2386,28846,28249
78120,47888,8611,28144,75404
60193,50948,7672,22586,76636
63037,84394,2216,14610,51433
11004,84761,3410,18052,20653
6275,86869,4747,16133,16082
70798,12623,3071,25746,96248
51051,51017,8346,5561,78432
85368,66941,6397,12354,93548
62407,53975,3843,22501,11550
47171,34837,4257,18256,53833
83928,72008,2720,26241,24668
6369,2949,5200,5624,73087
58442,12755,7987,28944,92590
86266,10265,5072,11667,20106
85419,80399,7576,22932,13262
69665,42235,1094,20196,86282
25170,84443,1959,17094,50957
64161,25840,4870,24977,72644
8186,12500,7974,10120,57632
19513,41892,2123,12445,96000
65043,26194,7934,16633,49301
83908,80355,1157,14751,16032
74380,50533,4972,22546,72376
15754,67196,6041,17392,91017
56772,54321,3265,20654,21445
79503,13430,3011,29632,95052
25034,73318,5063,17369,19349
66246,38008,6845,28810,97339
88471,61551,8817,10092,67549
79575,8521,1769,28597,87501
9326,77278,5752,18908,53411
34062,18374,3552,27167,82518
79548,49475,7732,12285,47174
39193,79232,1200,10052,35966
74936,42504,4726,16049,65341
68880,61171,7055,19822,68242
54501,84463,3423,8027,50736
25691,74629,1801,4420,63761
26067,4742,2344,6151,57822
20683,43107,1684,13781,25376
15220,52530,3596,25824,57864
89015,47583,8252,16939,46057
68086,54385,7718,18621,76636
39977,61201,2526,12546,89921
53800,10908,1998,23379,80132
49128,38344,1728,20535,67432
51388,15559,2673,29680,67030
32167,72079,5129,26235,18564
64935,38894,3827,12756,85245
57281,83288,8330,21013,26763
64902,32141,6868,18681,65083
28852,24082,1605,15280,93317
21598,74707,7323,24175,25467
15295,31871,1587,24174,61112
37673,11842,8869,26344,39821
85684,61264,4065,24579,69089
2697,76642,8564,26630,63633
54564,9730,3459,28297,70300
86270,1008,8183,15042,72883
25602,31506,3320,15920,72724
22377,11299,8436,5194,16137
28673,45917,8344,20237,69976
71866,35777,7756,21539,89144
44552,83487,7121,29567,98839
10265,86426,8213,5819,57810
7281,1051,3614,13144,41258
3730,8777,3985,20547,31915
5828,74957,3625,25193,90863
56408,43854,8808,24673,15375
34645,43887,4617,14242,81303
67445,9235,5372,8985,66181
26697,6761,8086,6889,80444
2125,68342,4447,11487,41533
55707,35333,7316,27500,54226
50046,49132,6916,22425,88694
87748,54693,6775,19747,78727
36730,50333,4863,12826,20747
28402,21841,7749,20241,26502
28901,59281,6422,12888,80431
59325,45607,6012,10673,56881
37702,42068,5075,12157,92053
14225,34359,2812,21205,26112
36311,30028,4892,14585,91160
62517,19263,1326,19053,60278
13775,40720,1325,24834,90606
63189,11260,5698,5420,24851
72581,59803,1893,4612,22625
42671,42495,6284,28706,98836
78220,5143,8512,6345,11906
80857,37909,4933,6321,86480
76564,5610,2348,29741,81239
9261,50069,1442,18354,42813
71237,42662,6243,26398,74905
71391,7278,5759,25108,69556
29068,77349,2125,28753,82869
81155,63834,7620,29483,60968
89426,87935,8020,13373,24900
78479,19562,1498,28896,35082
87614,87352,2191,23953,96963
65941,8781,6952,16594,95336
15661,48401,7999,20883,55441
76144,45506,4459,16006,74853
86288,74916,6842,29443,90592
68680,42919,3034,28618,64512
61615,19968,1219,4579,17687
59398,18428,7242,25850,33861
83928,25276,8398,13286,86297
40289,65622,6597,13241,69072
59770,30475,2586,17720,45823
62481,4455,2268,11473,98922
24774,52245,1518,15064,68483
80963,5257,3606,22856,59377
79298,49210,8565,6303,34231
77889,74266,1348,26825,52296
41051,74630,8044,16229,61878
67798,60981,1738,6301,66822
44512,78921,6859,23781,53814
27080,22968,7598,23795,20118
9022,45665,1131,21199,99593
42787,72142,1845,25136,56566
80963,44684,6456,28201,42910
61804,35057,2062,14677,54947
56133,52722,6834,18068,85874
11687,40825,6809,7116,48369
65860,38008,1045,16574,40147
86475,81560,2234,13843,95465
84543,6769,3965,25294,12416
80804,80308,4866,6484,43614
54855,81824,6662,24183,40683
85004,83575,5247,25786,49816
6286,65597,8967,18120,63310
53215,45884,1304,29677,33109
38985,89188,5890,18474,22805
55131,30966,4114,15247,73269
37408,45524,5434,20465,70295
29090,49939,5796,23808,21247
70675,84161,2831,15484,31934
74265,9150,3193,25954,40301
48690,68765,4390,29173,45198
23684,13757,8266,7145,80062
16349,84356,2882,20735,90588
80452,9204,4043,17379,24595
7812,20879,4967,9759,24243
57768,7513,4842,24098,71557
38686,52522,7987,11230,12762
17468,2601,2065,21876,52563
52120,86332,6962,4395,54557
5041,71913,8552,19831,89343
81775,45463,1730,27529,11733
38535,7437,5147,16562,31020
65123,28416,1921,8844,16785
64763,69478,3495,14946,98553
77634,62579,1439,29759,54942
38293,43053,2362,13085,47415
56552,10867,8192,27839,70035
30951,61201,8013,17670,65493
63638,57106,8557,7159,99843
24184,26091,1405,11952,21257
26818,82821,2755,8192,20443
21826,62302,7379,24633,71361
8473,26609,6900,19030,72475
19814,74659,1897,5338,42019
37445,59069,5791,6421,59383
57130,34165,5521,17324,83504
86303,36480,4005,7066,80333
18500,15515,6430,11515,23203
11699,3017,6652,16749,47590
79700,12462,2276,8620,39157
39457,42016,1912,18437,97916
20475,7190,5715,26624,67466
78387,9396,1100,28951,20885
6689,41026,7129,21312,26620
50040,23119,8122,16460,88319
7367,10137,5202,20035,40283
37229,66257,8305,4132,65833
33092,2916,4783,11116,18391
5960,32159,3789,19400,16848
7772,39485,7517,8504,85521
42222,66046,4380,24949,22965
88536,10998,8879,8949,72536
61888,39739,5863,12877,14391
9339,52906,8585,28261,68121
51516,38471,8435,25211,24435
67533,12661,7248,27014,66477
12402,49004,8424,18216,58866
25048,40423,7179,7321,15178
15069,80296,4754,18843,83766
4682,85258,2609,4939,15825
37223,5838,3138,15971,31865
46280,58631,7360,20983,52837
44934,32628,5622,22455,78933
42393,74484,8131,24555,28607
65955,26680,3220,6184,70970
62341,17898,6578,27058,89779
50654,4124,7987,25038,53254
16913,39894,4065,15630,97984
87911,73173,8576,18624,48425
68430,64679,1659,28355,24371
2163,53037,1667,29392,73019
4831,71307,6799,8127,40591
42028,76304,1456,26391,68302
38003,78853,1772,21796,69021
72504,25785,1492,10876,87361
9063,58821,3700,16649,62078
47984,2579,7256,14662,66159
25752,36377,3600,18555,95602
89402,4316,6874,14034,50156
26943,2802,2435,22445,69353
72706,65613,2236,13163,75945
51960,55288,7573,26982,56761
11771,65123,8497,21799,45976
23338,80715,2132,19439,24165
69337,74453,7941,22951,49176
7788,25179,4377,13041,50457
51387,27940,1662,10568,97709
88158,6196,7629,9936,17480
14951,43634,6508,26420,31785
85958,40763,6264,23774,93472
44807,82857,4431,24225,95486
9639,6201,5387,5146,87890
58414,40044,3703,17677,97037
51357,25508,6689,18459,34688
83209,33878,7466,14486,56751
83740,76816,7510,15554,96695
34178,10347,1379,17747,95669
38036,40350,6987,21658,45184
64542,33849,4200,15525,19523
5880,62268,7721,20816,93259
88987,13328,4724,4810,97016
34611,56715,8304,16846,71843
33276,12772,8617,26109,38958
24075,43170,5282,24568,59512
22548,60623,7031,21690,60539
69129,78007,2958,20636,23142
75948,38438,4737,8945,80177
86050,88283,1761,12801,62090
47721,45857,2364,17466,18637
45285,49499,8892,27920,24864
25660,10657,3625,17364,82797
66709,63078,3430,26156,98941
14016,34103,6026,17022,11261
55601,48377,6002,21295,60864
75447,14624,4734,27327,98450
55466,35099,2403,17937,16618
33387,80179,3952,14260,68361
23559,57796,3725,13271,27711
13415,21035,6461,7226,44378
88849,43167,4191,11316,92479
68240,21512,2904,9637,27008
29265,6114,5356,21563,27119
75179,36267,4617,26823,38140
58548,57653,4058,22436,68721
54015,27912,7787,9175,14374
61016,28278,7721,12320,83918
6273,21026,2709,19211,92630
81747,16200,6626,25026,25161
26334,49485,5978,18287,26553
86164,48554,1170,7063,31483
71776,40893,2905,25907,64578
7294,87984,5906,11374,17523
39108,62760,7458,16310,92396
51922,67036,7453,28269,13460
63485,65358,4560,23168,38735
37815,5179,2199,28499,35463
62040,62902,1394,19222,54639
15473,28142,2107,19814,86805
37650,27139,3059,8401,52500
57961,7749,2297,29851,82142
29914,15611,2926,6236,14823
81443,11455,2415,14046,24834
76852,48767,6051,23627,23491
57292,6598,4414,12894,67014
57019,40128,5234,5886,10843
65256,33907,7047,17592,58366
63088,43572,3342,25917,31269
7938,86090,6355,16086,41604
22331,36327,6598,11789,55673
13525,62846,1480,24137,62851
3540,27684,3376,9785,52428
62345,68275,7445,27832,37864
3466,72421,4507,24897,67424
50192,62199,4252,14333,48389
7874,27916,7069,14969,69826
63120,36471,5431,7629,12414
81115,9018,5274,19912,83235
71921,29725,4234,27728,27369
63970,64481,4103,9390,62551
26746,64945,8837,17464,42767
67949,16759,4076,13722,98537
14000,6618,6803,20608,59658
39278,22222,3471,28610,77043
60429,24770,6368,12535,46023
24968,42818,2303,24622,36447
73805,46163,3363,14394,55617
59360,47478,6415,19053,94550
76756,53330,2306,4594,22166
28709,33434,6723,29546,11512
1702,3892,5140,19952,47374
76571,47908,4463,28207,62963
77495,53075,8762,20171,41288
67347,37511,1282,10348,12847
3442,77630,5108,10104,23733
25607,10761,5298,28422,88540
72225,12492,7873,4096,17754
69002,49330,5151,16938,80099
71149,38448,1843,12435,10317
12401,85716,7654,29273,15089
80274,20414,3886,27167,27661
39282,81117,3353,15458,93681
84104,26304,4039,4527,70567
31554,44798,6904,18504,44799
88716,42927,1010,6742,48561
3632,72951,2958,15970,24231
49325,3846,2033,28184,36120
16214,64580,5234,27967,22371
74112,6998,4243,26203,69073
61022,24920,7239,5818,71448
73636,34842,4984,8954,66831
70943,40446,8699,6742,46740
27154,66882,6373,6993,11920
84375,10288,4127,17210,78313
24702,25009,1123,15202,32561
86734,75605,5727,23279,15256
42040,50987,5219,21300,30121
63285,41659,4965,26861,85991
83624,82182,5862,28004,26988
11746,28228,1673,13405,85107
59128,87131,7810,25755,11324
